Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	White	2007	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	293	2210644	13.3
Not Hispanic or Latino	White	2007	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	24	2210644	1.1
Not Hispanic or Latino	White	2007	Newborn affected by chorioamnionitis (P02.7)	GR130-082	189	2210644	8.5
Not Hispanic or Latino	White	2007	Newborn affected by other and unspecified abnormalities of membranes (P02.8-P02.9)	GR130-083	2	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	59	2210644	2.7
Not Hispanic or Latino	White	2007	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	24	2210644	1.1
Not Hispanic or Latino	White	2007	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1880	2210644	85
Not Hispanic or Latino	White	2007	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	51	2210644	2.3
Not Hispanic or Latino	White	2007	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1829	2210644	82.7
Not Hispanic or Latino	White	2007	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1397	2210644	63.2
Not Hispanic or Latino	White	2007	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	432	2210644	19.5
Not Hispanic or Latino	White	2007	#Birth trauma (P10-P15)	GR130-092	6	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	164	2210644	7.4
Not Hispanic or Latino	White	2007	Intrauterine hypoxia (P20)	GR130-094	39	2210644	1.8
Not Hispanic or Latino	White	2007	Birth asphyxia (P21)	GR130-095	125	2210644	5.7
Not Hispanic or Latino	White	2007	#Respiratory distress of newborn (P22)	GR130-096	337	2210644	15.2
Not Hispanic or Latino	White	2007	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	482	2210644	21.8
Not Hispanic or Latino	White	2007	#Congenital pneumonia (P23)	GR130-098	49	2210644	2.2
Not Hispanic or Latino	White	2007	#Neonatal aspiration syndromes (P24)	GR130-099	22	2210644	1
Not Hispanic or Latino	White	2007	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	54	2210644	2.4
Not Hispanic or Latino	White	2007	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	60	2210644	2.7
Not Hispanic or Latino	White	2007	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	91	2210644	4.1
Not Hispanic or Latino	White	2007	#Atelectasis (P28.0-P28.1)	GR130-103	173	2210644	7.8
Not Hispanic or Latino	White	2007	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	33	2210644	1.5
Not Hispanic or Latino	White	2007	Infections specific to the perinatal period (P35-P39)	GR130-105	443	2210644	20
Not Hispanic or Latino	White	2007	#Bacterial sepsis of newborn (P36)	GR130-106	353	2210644	16
Not Hispanic or Latino	White	2007	#Omphalitis of newborn with or without mild hemorrhage (P38)	GR130-107	1	2210644	Unreliable
Not Hispanic or Latino	White	2007	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	89	2210644	4
Not Hispanic or Latino	White	2007	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	334	2210644	15.1
Not Hispanic or Latino	White	2007	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	284	2210644	12.8
Not Hispanic or Latino	White	2007	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Hematological disorders (P60-P61)	GR130-113	46	2210644	2.1
Not Hispanic or Latino	White	2007	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	7	2210644	Unreliable
Not Hispanic or Latino	White	2007	#Necrotizing enterocolitis of newborn (P77)	GR130-115	207	2210644	9.4
Not Hispanic or Latino	White	2007	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	91	2210644	4.1
Not Hispanic or Latino	White	2007	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	603	2210644	27.3
Not Hispanic or Latino	White	2007	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	2871	2210644	129.9
Not Hispanic or Latino	White	2007	Anencephaly and similar malformations (Q00)	GR130-119	153	2210644	6.9
Not Hispanic or Latino	White	2007	Congenital hydrocephalus (Q03)	GR130-120	48	2210644	2.2
Not Hispanic or Latino	White	2007	Spina bifida (Q05)	GR130-121	9	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	194	2210644	8.8
Not Hispanic or Latino	White	2007	Congenital malformations of heart (Q20-Q24)	GR130-123	679	2210644	30.7
Not Hispanic or Latino	White	2007	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	112	2210644	5.1
Not Hispanic or Latino	White	2007	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	212	2210644	9.6
Not Hispanic or Latino	White	2007	Congenital malformations of digestive system (Q35-Q45)	GR130-126	65	2210644	2.9
Not Hispanic or Latino	White	2007	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	272	2210644	12.3
Not Hispanic or Latino	White	2007	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	308	2210644	13.9
Not Hispanic or Latino	White	2007	Down's syndrome (Q90)	GR130-129	47	2210644	2.1
Not Hispanic or Latino	White	2007	Edward's syndrome (Q91.0-Q91.3)	GR130-130	275	2210644	12.4
Not Hispanic or Latino	White	2007	Patau's syndrome (Q91.4-Q91.7)	GR130-131	132	2210644	6
Not Hispanic or Latino	White	2007	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	256	2210644	11.6
Not Hispanic or Latino	White	2007	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	109	2210644	4.9
Not Hispanic or Latino	White	2007	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	1837	2210644	83.1
Not Hispanic or Latino	White	2007	#Sudden infant death syndrome (R95)	GR130-135	1302	2210644	58.9
Not Hispanic or Latino	White	2007	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	535	2210644	24.2
Not Hispanic or Latino	White	2007	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	7	2210644	Unreliable
Not Hispanic or Latino	White	2007	"External causes of mortality (*U01,V01-Y84)"	GR130-138	831	2210644	37.6
Not Hispanic or Latino	White	2007	#Accidents (unintentional injuries) (V01-X59)	GR130-139	641	2210644	29
Not Hispanic or Latino	White	2007	Transport accidents (V01-V99)	GR130-140	63	2210644	2.8
Not Hispanic or Latino	White	2007	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	62	2210644	2.8
Not Hispanic or Latino	White	2007	"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)"	GR130-142	1	2210644	Unreliable
Not Hispanic or Latino	White	2007	Falls (W00-W19)	GR130-143	16	2210644	Unreliable
Not Hispanic or Latino	White	2007	Accidental drowning and submersion (W65-W74)	GR130-145	27	2210644	1.2
Not Hispanic or Latino	White	2007	Accidental suffocation and strangulation in bed (W75)	GR130-146	315	2210644	14.2
Not Hispanic or Latino	White	2007	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	127	2210644	5.7
Not Hispanic or Latino	White	2007	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	40	2210644	1.8
Not Hispanic or Latino	White	2007	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	17	2210644	Unreliable
Not Hispanic or Latino	White	2007	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	5	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	31	2210644	1.4
Not Hispanic or Latino	White	2007	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	150	2210644	6.8
Not Hispanic or Latino	White	2007	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	19	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	4	2210644	Unreliable
Not Hispanic or Latino	White	2007	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	38	2210644	1.7
Not Hispanic or Latino	White	2007	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	89	2210644	4
Not Hispanic or Latino	White	2007	#Complications of medical and surgical care (Y40-Y84)	GR130-157	5	2210644	Unreliable
Not Hispanic or Latino	White	2007	Other external causes (Y10-Y36)	GR130-158	35	2210644	1.6
Not Hispanic or Latino	White	2008	Certain infectious and parasitic diseases (A00-B99)	GR130-001	194	2183638	8.9
Not Hispanic or Latino	White	2008	Certain intestinal infectious diseases (A00-A08)	GR130-002	6	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Whooping cough (A37)	GR130-007	7	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Meningococcal infection (A39)	GR130-008	6	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Septicemia (A40-A41)	GR130-009	102	2183638	4.7
Not Hispanic or Latino	White	2008	Viral diseases (A80-B34)	GR130-012	56	2183638	2.6
Not Hispanic or Latino	White	2008	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	56	2183638	2.6
Not Hispanic or Latino	White	2008	#Candidiasis (B37)	GR130-019	1	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Pneumocystosis (B59)	GR130-021	2	2183638	Unreliable
Not Hispanic or Latino	White	2008	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	14	2183638	Unreliable
Not Hispanic or Latino	White	2008	Neoplasms (C00-D48)	GR130-023	67	2183638	3.1
Not Hispanic or Latino	White	2008	#Malignant neoplasms (C00-C97)	GR130-024	35	2183638	1.6
Not Hispanic or Latino	White	2008	Leukemia (C91-C95)	GR130-026	12	2183638	Unreliable
Not Hispanic or Latino	White	2008	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	23	2183638	1.1
Not Hispanic or Latino	White	2008	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	32	2183638	1.5
Not Hispanic or Latino	White	2008	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	31	2183638	1.4
Not Hispanic or Latino	White	2008	Anemias (D50-D64)	GR130-030	6	2183638	Unreliable
Not Hispanic or Latino	White	2008	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	24	2183638	1.1
Not Hispanic or Latino	White	2008	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	1	2183638	Unreliable
Not Hispanic or Latino	White	2008	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	124	2183638	5.7
Not Hispanic or Latino	White	2008	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	5	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Nutritional deficiencies (E40-E64)	GR130-035	4	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Cystic fibrosis (E84)	GR130-036	3	2183638	Unreliable
Not Hispanic or Latino	White	2008	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	35	2183638	1.6
Not Hispanic or Latino	White	2008	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	77	2183638	3.5
Not Hispanic or Latino	White	2008	Diseases of the nervous system (G00-G98)	GR130-039	220	2183638	10.1
Not Hispanic or Latino	White	2008	"#Meningitis (G00,G03)"	GR130-040	31	2183638	1.4
Not Hispanic or Latino	White	2008	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	3	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Infantile cerebral palsy (G80)	GR130-042	2	2183638	Unreliable
Not Hispanic or Latino	White	2008	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	22	2183638	1
Not Hispanic or Latino	White	2008	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	162	2183638	7.4
Not Hispanic or Latino	White	2008	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	3	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Diseases of the circulatory system (I00-I99)	GR130-046	257	2183638	11.8
Not Hispanic or Latino	White	2008	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	34	2183638	1.6
Not Hispanic or Latino	White	2008	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	7	2183638	Unreliable
Not Hispanic or Latino	White	2008	Cardiomyopathy (I42)	GR130-049	45	2183638	2.1
Not Hispanic or Latino	White	2008	Cardiac arrest (I46)	GR130-050	10	2183638	Unreliable
Not Hispanic or Latino	White	2008	Cerebrovascular diseases (I60-I69)	GR130-051	68	2183638	3.1
Not Hispanic or Latino	White	2008	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	93	2183638	4.3
Not Hispanic or Latino	White	2008	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	226	2183638	10.3
Not Hispanic or Latino	White	2008	#Acute upper respiratory infections (J00-J06)	GR130-054	6	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Influenza and pneumonia (J09-J18)	GR130-055	106	2183638	4.9
Not Hispanic or Latino	White	2008	Influenza (J09-J11)	GR130-056	5	2183638	Unreliable
Not Hispanic or Latino	White	2008	Pneumonia (J12-J18)	GR130-057	101	2183638	4.6
Not Hispanic or Latino	White	2008	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	13	2183638	Unreliable
Not Hispanic or Latino	White	2008	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	8	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Asthma (J45-J46)	GR130-060	2	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Pneumonitis due to solids and liquids (J69)	GR130-061	5	2183638	Unreliable
Not Hispanic or Latino	White	2008	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	86	2183638	3.9
Not Hispanic or Latino	White	2008	Diseases of the digestive system (K00-K92)	GR130-063	212	2183638	9.7
Not Hispanic or Latino	White	2008	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	128	2183638	5.9
Not Hispanic or Latino	White	2008	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	19	2183638	Unreliable
Not Hispanic or Latino	White	2008	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	65	2183638	3
Not Hispanic or Latino	White	2008	Diseases of the genitourinary system (N00-N95)	GR130-067	64	2183638	2.9
Not Hispanic or Latino	White	2008	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	55	2183638	2.5
Not Hispanic or Latino	White	2008	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	9	2183638	Unreliable
Not Hispanic or Latino	White	2008	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	5627	2183638	257.7
Not Hispanic or Latino	White	2008	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	1381	2183638	63.2
Not Hispanic or Latino	White	2008	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	34	2183638	1.6
Not Hispanic or Latino	White	2008	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	36	2183638	1.6
Not Hispanic or Latino	White	2008	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	767	2183638	35.1
Not Hispanic or Latino	White	2008	Newborn affected by incompetent cervix (P01.0)	GR130-075	186	2183638	8.5
Not Hispanic or Latino	White	2008	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	336	2183638	15.4
Not Hispanic or Latino	White	2008	Newborn affected by multiple pregnancy (P01.5)	GR130-077	140	2183638	6.4
Not Hispanic or Latino	White	2008	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	105	2183638	4.8
Not Hispanic or Latino	White	2008	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	472	2183638	21.6
Not Hispanic or Latino	White	2008	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	254	2183638	11.6
Not Hispanic or Latino	White	2008	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	27	2183638	1.2
Not Hispanic or Latino	White	2008	Newborn affected by chorioamnionitis (P02.7)	GR130-082	190	2183638	8.7
Not Hispanic or Latino	White	2008	Newborn affected by other and unspecified abnormalities of membranes (P02.8-P02.9)	GR130-083	1	2183638	Unreliable
Not Hispanic or Latino	White	2008	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	53	2183638	2.4
Not Hispanic or Latino	White	2008	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	19	2183638	Unreliable
Not Hispanic or Latino	White	2008	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1776	2183638	81.3
Not Hispanic or Latino	White	2008	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	32	2183638	1.5
